,tags,owner,is_answered,view_count,accepted_answer_id,answer_count,score,locked_date,last_activity_date,creation_date,last_edit_date,question_id,content_license,link,title,protected_date,community_owned_date,closed_date,closed_reason
16,"['python', 'pandas', 'dataframe', 'chained-assignment']","{'account_id': 1074439, 'reputation': 48354, 'user_id': 1072888, 'user_type': 'registered', 'accept_rate': 86, 'profile_image': 'https://i.stack.imgur.com/kDaUu.jpg?s=256&g=1', 'display_name': 'bigbug', 'link': 'https://stackoverflow.com/users/1072888/bigbug'}",True,1457540,20627316.0,20,1118,,1644652458,1387252082,1601963348,20625582,CC BY-SA 4.0,https://stackoverflow.com/questions/20625582/how-to-deal-with-settingwithcopywarning-in-pandas,How to deal with SettingWithCopyWarning in Pandas,1524131227.0,,,
17,"['python', 'global-variables', 'scope']","{'account_id': 19782, 'reputation': 143585, 'user_id': 46646, 'user_type': 'registered', 'accept_rate': 33, 'profile_image': 'https://www.gravatar.com/avatar/a1e278de9bdbf3ecd96d0d786fa97392?s=256&d=identicon&r=PG', 'display_name': 'user46646', 'link': 'https://stackoverflow.com/users/46646/user46646'}",True,3686801,423596.0,24,3640,,1650021050,1231393502,1526813265,423379,CC BY-SA 4.0,https://stackoverflow.com/questions/423379/using-global-variables-in-a-function,Using global variables in a function,1458291640.0,,,
18,"['python', 'namespaces', 'main', 'python-module', 'idioms']","{'account_id': 21259, 'reputation': 96971, 'user_id': 51518, 'user_type': 'registered', 'accept_rate': 86, 'profile_image': 'https://www.gravatar.com/avatar/eb5a95cb1be342c4089183cd8232a7f2?s=256&d=identicon&r=PG', 'display_name': 'Devoted', 'link': 'https://stackoverflow.com/users/51518/devoted'}",True,4003611,419185.0,40,7442,,1648647192,1231301460,1648545278,419163,CC BY-SA 4.0,https://stackoverflow.com/questions/419163/what-does-if-name-main-do,"What does if __name__ == ""__main__"": do?",1365246276.0,,,
19,"['python', 'scope', 'dynamic-languages']","{'account_id': 15999, 'reputation': 18524, 'user_id': 1320510, 'user_type': 'registered', 'accept_rate': 67, 'profile_image': 'https://www.gravatar.com/avatar/2c437d3c8dac4ec473243d7f15ca4a8c?s=256&d=identicon&r=PG', 'display_name': 'Charles Merriam', 'link': 'https://stackoverflow.com/users/1320510/charles-merriam'}",True,254239,292502.0,9,507,,1594110514,1226713717,1548323635,291978,CC BY-SA 4.0,https://stackoverflow.com/questions/291978/short-description-of-the-scoping-rules,Short description of the scoping rules?,,,,
20,"['python', 'tkinter']","{'account_id': 741914, 'reputation': 951, 'user_id': 721481, 'user_type': 'unregistered', 'profile_image': 'https://www.gravatar.com/avatar/16dd6e960a774ed518dbf47b0eb491ef?s=256&d=identicon&r=PG', 'display_name': 'salk', 'link': 'https://stackoverflow.com/users/721481/salk'}",True,36782,,5,94,,1639906481,1303595979,1611349466,5767228,CC BY-SA 4.0,https://stackoverflow.com/questions/5767228/why-is-the-command-bound-to-a-button-or-event-executed-when-declared,Why is the command bound to a Button or event executed when declared?,,,,
21,"['python', 'selenium', 'selenium-webdriver', 'webdriverwait', 'expected-condition']","{'account_id': 17115919, 'reputation': 759, 'user_id': 12458043, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-9hwUMsY5XoI/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3rfQ8xOFgXNevutgVWScLpWvznx0zg/photo.jpg?sz=256', 'display_name': 'Benjamin Arvola', 'link': 'https://stackoverflow.com/users/12458043/benjamin-arvola'}",True,103506,,4,65,,1635812057,1575236173,1612651823,59130200,CC BY-SA 4.0,https://stackoverflow.com/questions/59130200/selenium-wait-until-element-is-present-visible-and-interactable,"Selenium - wait until element is present, visible and interactable",,,,
22,"['python', 'pandas', 'dataframe']","{'account_id': 208131, 'reputation': 32723, 'user_id': 458429, 'user_type': 'registered', 'accept_rate': 76, 'profile_image': 'https://www.gravatar.com/avatar/00331dfb525be62f49a12e6baa934198?s=256&d=identicon&r=PG', 'display_name': 'szli', 'link': 'https://stackoverflow.com/users/458429/szli'}",True,4855371,17071908.0,14,2989,,1650744048,1371058925,1648468797,17071871,CC BY-SA 4.0,https://stackoverflow.com/questions/17071871/how-do-i-select-rows-from-a-dataframe-based-on-column-values,How do I select rows from a DataFrame based on column values?,1519497239.0,,,
23,"['python', 'boolean', 'boolean-expression']","{'account_id': 921943, 'reputation': 72023, 'user_id': 953482, 'user_type': 'registered', 'accept_rate': 92, 'profile_image': 'https://i.stack.imgur.com/T3HH6.png?s=256&g=1', 'display_name': 'Kevin', 'link': 'https://stackoverflow.com/users/953482/kevin'}",True,33295,20002504.0,6,143,,1645770103,1384523134,1643755986,20002503,CC BY-SA 4.0,https://stackoverflow.com/questions/20002503/why-does-a-x-or-y-or-z-always-evaluate-to-true,"Why does ""a == x or y or z"" always evaluate to True?",,,,
24,"['python', 'shell', 'terminal', 'subprocess', 'command']","{'account_id': 9288, 'reputation': 58259, 'user_id': 17085, 'user_type': 'registered', 'accept_rate': 89, 'profile_image': 'https://www.gravatar.com/avatar/d386a6f2f3dda7bcf7f1e11c2171946b?s=256&d=identicon&r=PG', 'display_name': 'freshWoWer', 'link': 'https://stackoverflow.com/users/17085/freshwower'}",True,3999062,89243.0,63,5659,,1648546236,1221701730,1648546236,89228,CC BY-SA 4.0,https://stackoverflow.com/questions/89228/how-do-i-execute-a-program-or-call-a-system-command,How do I execute a program or call a system command?,1366143800.0,,,
25,"['python', 'user-interface', 'tkinter']","{'account_id': 26483, 'reputation': 28612, 'user_id': 68920, 'user_type': 'registered', 'accept_rate': 86, 'profile_image': 'https://www.gravatar.com/avatar/319fad13391c424ef586195d8592e9ac?s=256&d=identicon&r=PG', 'display_name': 'Arnkrishn', 'link': 'https://stackoverflow.com/users/68920/arnkrishn'}",True,115084,1101765.0,4,72,,1628935931,1247111336,1560450849,1101750,CC BY-SA 4.0,https://stackoverflow.com/questions/1101750/tkinter-attributeerror-nonetype-object-has-no-attribute-attribute-name,Tkinter: AttributeError: NoneType object has no attribute <attribute name>,,,,
26,"['python', 'sorting', 'dictionary']","{'account_id': 2028, 'reputation': 42094, 'user_id': 2786, 'user_type': 'registered', 'accept_rate': 49, 'profile_image': 'https://www.gravatar.com/avatar/a82355039ccbe7d12a8ffee222dc225d?s=256&d=identicon&r=PG', 'display_name': 'Gern Blanston', 'link': 'https://stackoverflow.com/users/2786/gern-blanston'}",True,4325983,613218.0,34,3417,1558119917.0,1633604175,1236214145,1553122251,613183,CC BY-SA 4.0,https://stackoverflow.com/questions/613183/how-do-i-sort-a-dictionary-by-value,How do I sort a dictionary by value?,1340465478.0,,,
27,['python'],"{'account_id': 9828, 'reputation': 135245, 'user_id': 18300, 'user_type': 'registered', 'accept_rate': 92, 'profile_image': 'https://i.stack.imgur.com/jcyI4.jpg?s=256&g=1', 'display_name': 'Alex. S.', 'link': 'https://stackoverflow.com/users/18300/alex-s'}",True,2881745,231855.0,47,11978,,1650277895,1224800471,1650277895,231767,CC BY-SA 4.0,https://stackoverflow.com/questions/231767/what-does-the-yield-keyword-do,"What does the ""yield"" keyword do?",1360547307.0,,,
28,"['python', 'list', 'optimization', 'nested-lists', 'flatten']","{'account_id': 75168, 'reputation': 7244, 'user_id': 215679, 'user_type': 'registered', 'accept_rate': 97, 'profile_image': 'https://www.gravatar.com/avatar/7558f7901356770fca2ecf68c359b2f1?s=256&d=identicon&r=PG&f=1', 'display_name': 'telliott99', 'link': 'https://stackoverflow.com/users/215679/telliott99'}",True,180089,2158532.0,49,508,,1650777538,1264716942,1575320922,2158395,CC BY-SA 4.0,https://stackoverflow.com/questions/2158395/flatten-an-irregular-list-of-lists,Flatten an irregular list of lists,1377946657.0,,,
29,"['python', 'eval']","{'account_id': 15238, 'reputation': 6256, 'user_id': 32001, 'user_type': 'registered', 'accept_rate': 76, 'profile_image': 'https://www.gravatar.com/avatar/d624ad306da373c1c9c7ffe973ccd249?s=256&d=identicon&r=PG', 'display_name': 'Nikwin', 'link': 'https://stackoverflow.com/users/32001/nikwin'}",True,59407,1832957.0,8,166,,1613643756,1259760847,1498316131,1832940,CC BY-SA 3.0,https://stackoverflow.com/questions/1832940/why-is-using-eval-a-bad-practice,Why is using 'eval' a bad practice?,,,,
30,"['python', 'list', 'for-loop', 'iterator']","{'account_id': 831, 'reputation': 115464, 'user_id': 1084, 'user_type': 'registered', 'accept_rate': 86, 'profile_image': 'https://www.gravatar.com/avatar/898c2217a5457bdef0a0ed58283010dc?s=256&d=identicon&r=PG', 'display_name': 'Nathan Fellman', 'link': 'https://stackoverflow.com/users/1084/nathan-fellman'}",True,1000357,1663826.0,7,1122,,1644266103,1257197184,1601238795,1663807,CC BY-SA 4.0,https://stackoverflow.com/questions/1663807/how-to-iterate-through-two-lists-in-parallel,How to iterate through two lists in parallel?,1644345547.0,,,
31,"['python', 'selenium', 'web-scraping', 'webdriverwait', 'expected-condition']","{'account_id': 9097179, 'reputation': 903, 'user_id': 6770735, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/ycSX2.png?s=256&g=1', 'display_name': 'Rao Sahab', 'link': 'https://stackoverflow.com/users/6770735/rao-sahab'}",True,10136,49775808.0,1,11,,1574162700,1523450596,1574162700,49775502,CC BY-SA 4.0,https://stackoverflow.com/questions/49775502/webdriverwait-not-working-as-expected,WebDriverWait not working as expected,,,,
32,"['python', 'pandas', 'dataframe', 'sql-function']","{'account_id': 2366166, 'reputation': 62578, 'user_id': 2071807, 'user_type': 'registered', 'accept_rate': 68, 'profile_image': 'https://i.stack.imgur.com/QgeOJ.jpg?s=256&g=1', 'display_name': 'LondonRob', 'link': 'https://stackoverflow.com/users/2071807/londonrob'}",True,852972,19960116.0,11,704,,1645562305,1384362667,1594423305,19960077,CC BY-SA 4.0,https://stackoverflow.com/questions/19960077/how-to-filter-pandas-dataframe-using-in-and-not-in-like-in-sql,How to filter Pandas dataframe using 'in' and 'not in' like in SQL,1608573686.0,,,
33,"['python', 'string']","{'account_id': 25450, 'reputation': 9993, 'user_id': 65424, 'user_type': 'registered', 'accept_rate': 69, 'profile_image': 'https://www.gravatar.com/avatar/b92a80d844efa79bedd8b9c34aeff6df?s=256&d=identicon&r=PG', 'display_name': 'harijay', 'link': 'https://stackoverflow.com/users/65424/harijay'}",True,530241,1894296.0,19,761,,1646207156,1260641943,1604047663,1894269,CC BY-SA 4.0,https://stackoverflow.com/questions/1894269/how-to-convert-string-representation-of-list-to-a-list,How to convert string representation of list to a list?,1549624575.0,,,
34,"['python', 'pandas', 'dataframe']","{'account_id': 88863, 'reputation': 110825, 'user_id': 245549, 'user_type': 'registered', 'accept_rate': 66, 'profile_image': 'https://www.gravatar.com/avatar/eec7e09c7d0731a44e91b403dd0bc347?s=256&d=identicon&r=PG', 'display_name': 'Roman', 'link': 'https://stackoverflow.com/users/245549/roman'}",True,5098114,16476974.0,32,3363,,1649433779,1368169489,1611227189,16476924,CC BY-SA 4.0,https://stackoverflow.com/questions/16476924/how-to-iterate-over-rows-in-a-dataframe-in-pandas,How to iterate over rows in a DataFrame in Pandas,1549951536.0,,,
35,"['python', 'pandas', 'numpy', 'dataframe']","{'account_id': 74159, 'reputation': 29032, 'user_id': 213216, 'user_type': 'registered', 'accept_rate': 98, 'profile_image': 'https://www.gravatar.com/avatar/bbe98ae51e25f9816052540b75929469?s=256&d=identicon&r=PG', 'display_name': 'user7289', 'link': 'https://stackoverflow.com/users/213216/user7289'}",True,669173,19913845.0,12,436,,1646435817,1384195926,1595722711,19913659,CC BY-SA 4.0,https://stackoverflow.com/questions/19913659/pandas-conditional-creation-of-a-series-dataframe-column,Pandas conditional creation of a series/dataframe column,1562191904.0,,,
36,"['python', 'image', 'tkinter', 'tkinter-canvas']","{'account_id': 1692899, 'reputation': 977, 'user_id': 1554934, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/446fd755c20d841ee1a297e63d1a76a4?s=256&d=identicon&r=PG&f=1', 'display_name': 'thomas.winckell', 'link': 'https://stackoverflow.com/users/1554934/thomas-winckell'}",True,75692,16424553.0,4,62,,1650143960,1367944203,1510957396,16424091,CC BY-SA 3.0,https://stackoverflow.com/questions/16424091/why-does-tkinter-image-not-show-up-if-created-in-a-function,Why does Tkinter image not show up if created in a function?,,,,
37,"['python', 'pygame', 'collision-detection', 'pygame-surface', 'pygame2']","{'account_id': 6077335, 'reputation': 803, 'user_id': 4744250, 'user_type': 'registered', 'accept_rate': 90, 'profile_image': 'https://lh4.googleusercontent.com/-uoxl8tYq8Go/AAAAAAAAAAI/AAAAAAAAAHI/eiO3PvyEEjc/photo.jpg?sz=256', 'display_name': 'Mike Schmidt', 'link': 'https://stackoverflow.com/users/4744250/mike-schmidt'}",True,84808,,4,26,,1627332081,1429065528,1621073190,29640685,CC BY-SA 4.0,https://stackoverflow.com/questions/29640685/how-do-i-detect-collision-in-pygame,How do I detect collision in pygame?,,,,
38,"['python', 'class', 'oop', 'self']","{'account_id': 114496, 'reputation': 37660, 'user_id': 301032, 'user_type': 'registered', 'accept_rate': 62, 'profile_image': 'https://www.gravatar.com/avatar/06b3210955831102992eb6b1d0a0e612?s=256&d=identicon&r=PG', 'display_name': 'richzilla', 'link': 'https://stackoverflow.com/users/301032/richzilla'}",True,961197,2709832.0,26,1255,,1649495256,1272226948,1649495256,2709821,CC BY-SA 4.0,https://stackoverflow.com/questions/2709821/what-is-the-purpose-of-the-word-self,What is the purpose of the word 'self'?,1366705572.0,,,
39,"['python', 'int', 'operators', 'identity', 'python-internals']","{'account_id': 680, 'reputation': 884305, 'user_id': 893, 'user_type': 'registered', 'accept_rate': 84, 'profile_image': 'https://www.gravatar.com/avatar/747ffa5da3538e66840ebc0548b8fd58?s=256&d=identicon&r=PG', 'display_name': 'Greg Hewgill', 'link': 'https://stackoverflow.com/users/893/greg-hewgill'}",True,95613,306353.0,11,592,,1616083710,1227205276,1573343977,306313,CC BY-SA 4.0,https://stackoverflow.com/questions/306313/is-operator-behaves-unexpectedly-with-integers,"""is"" operator behaves unexpectedly with integers",1369678868.0,,,
40,"['python', 'operators', 'conditional-operator']","{'account_id': 21259, 'reputation': 96971, 'user_id': 51518, 'user_type': 'registered', 'accept_rate': 86, 'profile_image': 'https://www.gravatar.com/avatar/eb5a95cb1be342c4089183cd8232a7f2?s=256&d=identicon&r=PG', 'display_name': 'Devoted', 'link': 'https://stackoverflow.com/users/51518/devoted'}",True,2468071,394814.0,32,7237,,1649612365,1230366738,1649552664,394809,CC BY-SA 4.0,https://stackoverflow.com/questions/394809/does-python-have-a-ternary-conditional-operator,Does Python have a ternary conditional operator?,1370841342.0,1358001430.0,,
41,"['python', 'dictionary', 'merge']","{'account_id': 2310, 'reputation': 113824, 'user_id': 3207, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/b1f36e554be0e1ae19f9a74d6ece9107?s=256&d=identicon&r=PG', 'display_name': 'Carl Meyer', 'link': 'https://stackoverflow.com/users/3207/carl-meyer'}",True,2689818,26853961.0,48,6241,,1648774408,1220341470,1648550527,38987,CC BY-SA 4.0,https://stackoverflow.com/questions/38987/how-do-i-merge-two-dictionaries-in-a-single-expression-take-union-of-dictionari,How do I merge two dictionaries in a single expression (take union of dictionaries)?,1392127410.0,,,
42,"['python', 'class']","{'account_id': 50469, 'reputation': 2103, 'user_id': 150564, 'user_type': 'registered', 'accept_rate': 62, 'profile_image': 'https://www.gravatar.com/avatar/0b27e0735cdb87222f2342f5f97875a5?s=256&d=identicon&r=PG', 'display_name': '8steve8', 'link': 'https://stackoverflow.com/users/150564/8steve8'}",True,32713,1680555.0,7,167,,1550230475,1257427195,1522509746,1680528,CC BY-SA 3.0,https://stackoverflow.com/questions/1680528/how-to-avoid-having-class-data-shared-among-instances,How to avoid having class data shared among instances?,,,,
43,"['python', 'magic-methods', 'repr']","{'account_id': 55284, 'reputation': 107148, 'user_id': 165495, 'user_type': 'registered', 'accept_rate': 91, 'profile_image': 'https://graph.facebook.com/219001761/picture?type=large', 'display_name': 'Casebash', 'link': 'https://stackoverflow.com/users/165495/casebash'}",True,850666,2626364.0,25,3357,,1648812599,1253161665,1648812599,1436703,CC BY-SA 4.0,https://stackoverflow.com/questions/1436703/what-is-the-difference-between-str-and-repr,What is the difference between __str__ and __repr__?,1392127952.0,,,
44,"['python', 'datetime']","{'account_id': 7412, 'reputation': 227255, 'user_id': 12870, 'user_type': 'registered', 'accept_rate': 63, 'profile_image': 'https://www.gravatar.com/avatar/f0af40756420859b5b63cbceb6d30505?s=256&d=identicon&r=PG', 'display_name': 'Oli', 'link': 'https://stackoverflow.com/users/12870/oli'}",True,4153256,466376.0,25,2754,,1649695049,1232560829,1648545743,466345,CC BY-SA 4.0,https://stackoverflow.com/questions/466345/converting-string-into-datetime,Converting string into datetime,1335441797.0,,,
45,"['python', 'variables', 'scope']","{'account_id': 19746, 'reputation': 5761, 'user_id': 46521, 'user_type': 'registered', 'accept_rate': 88, 'profile_image': 'https://www.gravatar.com/avatar/73b5c5b992522a5a968b5d2fcb538cf3?s=256&d=identicon&r=PG', 'display_name': 'tba', 'link': 'https://stackoverflow.com/users/46521/tba'}",True,81283,370363.0,12,254,,1650296867,1229396812,1577639757,370357,CC BY-SA 4.0,https://stackoverflow.com/questions/370357/unboundlocalerror-on-local-variable-when-reassigned-after-first-use,UnboundLocalError on local variable when reassigned after first use,1596029436.0,,,
46,"['python', 'exception', 'python-module', 'shadowing']","{'account_id': 2054338, 'reputation': 23423, 'user_id': 1832539, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/2972ae1ab4d157c88bc94654b96d47be?s=256&d=identicon&r=PG', 'display_name': 'idjaw', 'link': 'https://stackoverflow.com/users/1832539/idjaw'}",True,35203,36250354.0,4,72,,1645365123,1459099625,1559117748,36250353,CC BY-SA 4.0,https://stackoverflow.com/questions/36250353/importing-installed-package-from-script-raises-attributeerror-module-has-no-at,"Importing installed package from script raises ""AttributeError: module has no attribute"" or ""ImportError: cannot import name""",,,,
47,"['python', 'list', 'loops']","{'account_id': 181231, 'reputation': 3244, 'user_id': 415088, 'user_type': 'registered', 'accept_rate': 80, 'profile_image': 'https://www.gravatar.com/avatar/8da67dba0864a179257c9266ca804c55?s=256&d=identicon&r=PG', 'display_name': 'Finger twist', 'link': 'https://stackoverflow.com/users/415088/finger-twist'}",True,16020,6260097.0,8,75,,1649332051,1307413766,1614888500,6260089,CC BY-SA 4.0,https://stackoverflow.com/questions/6260089/strange-result-when-removing-item-from-a-list-while-iterating-over-it,Strange result when removing item from a list while iterating over it,,,,
48,"['python', 'import', 'relative-path', 'python-packaging', 'relative-import']","{'user_type': 'does_not_exist', 'display_name': 'user1881400'}",True,407271,14132912.0,15,1298,,1650864431,1357185040,1638411539,14132789,CC BY-SA 4.0,https://stackoverflow.com/questions/14132789/relative-imports-for-the-billionth-time,Relative imports for the billionth time,1563107400.0,,,
