,tags,owner,is_answered,view_count,accepted_answer_id,answer_count,score,locked_date,last_activity_date,creation_date,last_edit_date,question_id,content_license,link,title,protected_date,community_owned_date,closed_date,closed_reason
10,"['python', 'iteration']","{'account_id': 32661, 'reputation': 47688, 'user_id': 90777, 'user_type': 'registered', 'accept_rate': 86, 'profile_image': 'https://www.gravatar.com/avatar/43918f842a892d0deb9ef1d8dcc9fe49?s=256&d=identicon&r=PG', 'display_name': 'lfaraone', 'link': 'https://stackoverflow.com/users/90777/lfaraone'}",True,742058,1207461.0,25,933,2020-01-08,2021-03-20,2009-07-30,2018-02-28,1207406,CC BY-SA 3.0,https://stackoverflow.com/questions/1207406/how-to-remove-items-from-a-list-while-iterating,How to remove items from a list while iterating?,2018-11-19,,,
11,"['python', 'python-3.x', 'python-2.7', 'input', 'int']","{'user_type': 'does_not_exist', 'display_name': 'user2509848'}",True,1012123,20449433.0,10,260,2019-05-17,2022-03-18,2013-12-08,2019-04-28,20449427,CC BY-SA 4.0,https://stackoverflow.com/questions/20449427/how-can-i-read-inputs-as-numbers,How can I read inputs as numbers?,2015-05-31,,,
12,"['python', 'list', 'multidimensional-array', 'flatten']","{'account_id': 38503, 'reputation': 46655, 'user_id': 110527, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/1a3fec384503a3e0b33361f146006598?s=256&d=identicon&r=PG', 'display_name': 'Emma', 'link': 'https://stackoverflow.com/users/110527/emma'}",True,3354029,952952.0,28,4597,nan,2022-04-17,2009-06-04,2022-03-29,952914,CC BY-SA 4.0,https://stackoverflow.com/questions/952914/how-to-make-a-flat-list-out-of-a-list-of-lists,How to make a flat list out of a list of lists?,2013-01-11,,,
13,"['python', 'list', 'split', 'chunks']","{'account_id': 39020, 'reputation': 30048, 'user_id': 112415, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/b658715b9635ef057daf2a22d4a8f36e?s=256&d=identicon&r=PG', 'display_name': 'jespern', 'link': 'https://stackoverflow.com/users/112415/jespern'}",True,1383400,312464.0,70,2828,nan,2022-04-01,2008-11-23,2022-04-01,312443,CC BY-SA 4.0,https://stackoverflow.com/questions/312443/how-do-you-split-a-list-into-evenly-sized-chunks,How do you split a list into evenly sized chunks?,2013-08-30,,,
14,"['python', 'reference', 'parameter-passing', 'pass-by-reference']","{'account_id': 206, 'reputation': 45849, 'user_id': 259, 'user_type': 'registered', 'accept_rate': 97, 'profile_image': 'https://www.gravatar.com/avatar/0c95a3798d9a008b6c29605b8f15b47a?s=256&d=identicon&r=PG', 'display_name': 'David Sykes', 'link': 'https://stackoverflow.com/users/259/david-sykes'}",True,1746072,986145.0,36,3075,nan,2022-04-01,2009-06-12,2022-04-01,986006,CC BY-SA 4.0,https://stackoverflow.com/questions/986006/how-do-i-pass-a-variable-by-reference,How do I pass a variable by reference?,2012-04-20,,,
15,"['python', 'syntax', 'parameter-passing', 'variadic-functions', 'argument-unpacking']","{'account_id': 1863, 'reputation': 30990, 'user_id': 2572, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/133b9402dcc48504a13732d459b7eaa8?s=256&d=identicon&r=PG', 'display_name': 'Todd', 'link': 'https://stackoverflow.com/users/2572/todd'}",True,1060809,36908.0,23,2969,nan,2022-04-01,2008-08-31,2022-04-01,36901,CC BY-SA 4.0,https://stackoverflow.com/questions/36901/what-does-double-star-asterisk-and-star-asterisk-do-for-parameters,What does ** (double star/asterisk) and * (star/asterisk) do for parameters?,2017-01-22,,,
16,"['python', 'pandas', 'dataframe', 'chained-assignment']","{'account_id': 1074439, 'reputation': 48364, 'user_id': 1072888, 'user_type': 'registered', 'accept_rate': 86, 'profile_image': 'https://i.stack.imgur.com/kDaUu.jpg?s=256&g=1', 'display_name': 'bigbug', 'link': 'https://stackoverflow.com/users/1072888/bigbug'}",True,1457717,20627316.0,20,1118,nan,2022-02-12,2013-12-17,2020-10-06,20625582,CC BY-SA 4.0,https://stackoverflow.com/questions/20625582/how-to-deal-with-settingwithcopywarning-in-pandas,How to deal with SettingWithCopyWarning in Pandas,2018-04-19,,,
17,"['python', 'global-variables', 'scope']","{'account_id': 19782, 'reputation': 143585, 'user_id': 46646, 'user_type': 'registered', 'accept_rate': 33, 'profile_image': 'https://www.gravatar.com/avatar/a1e278de9bdbf3ecd96d0d786fa97392?s=256&d=identicon&r=PG', 'display_name': 'user46646', 'link': 'https://stackoverflow.com/users/46646/user46646'}",True,3686870,423596.0,24,3640,nan,2022-04-15,2009-01-08,2018-05-20,423379,CC BY-SA 4.0,https://stackoverflow.com/questions/423379/using-global-variables-in-a-function,Using global variables in a function,2016-03-18,,,
18,"['python', 'namespaces', 'main', 'python-module', 'idioms']","{'account_id': 21259, 'reputation': 96981, 'user_id': 51518, 'user_type': 'registered', 'accept_rate': 86, 'profile_image': 'https://www.gravatar.com/avatar/eb5a95cb1be342c4089183cd8232a7f2?s=256&d=identicon&r=PG', 'display_name': 'Devoted', 'link': 'https://stackoverflow.com/users/51518/devoted'}",True,4003750,419185.0,40,7443,nan,2022-03-30,2009-01-07,2022-03-29,419163,CC BY-SA 4.0,https://stackoverflow.com/questions/419163/what-does-if-name-main-do,"What does if __name__ == ""__main__"": do?",2013-04-06,,,
19,"['python', 'scope', 'dynamic-languages']","{'account_id': 15999, 'reputation': 18524, 'user_id': 1320510, 'user_type': 'registered', 'accept_rate': 67, 'profile_image': 'https://www.gravatar.com/avatar/2c437d3c8dac4ec473243d7f15ca4a8c?s=256&d=identicon&r=PG', 'display_name': 'Charles Merriam', 'link': 'https://stackoverflow.com/users/1320510/charles-merriam'}",True,254240,292502.0,9,507,nan,2020-07-07,2008-11-15,2019-01-24,291978,CC BY-SA 4.0,https://stackoverflow.com/questions/291978/short-description-of-the-scoping-rules,Short description of the scoping rules?,nan,,,
20,"['python', 'tkinter']","{'account_id': 741914, 'reputation': 951, 'user_id': 721481, 'user_type': 'unregistered', 'profile_image': 'https://www.gravatar.com/avatar/16dd6e960a774ed518dbf47b0eb491ef?s=256&d=identicon&r=PG', 'display_name': 'salk', 'link': 'https://stackoverflow.com/users/721481/salk'}",True,36782,,5,94,nan,2021-12-19,2011-04-24,2021-01-23,5767228,CC BY-SA 4.0,https://stackoverflow.com/questions/5767228/why-is-the-command-bound-to-a-button-or-event-executed-when-declared,Why is the command bound to a Button or event executed when declared?,nan,,,
21,"['python', 'selenium', 'selenium-webdriver', 'webdriverwait', 'expected-condition']","{'account_id': 17115919, 'reputation': 759, 'user_id': 12458043, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-9hwUMsY5XoI/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3rfQ8xOFgXNevutgVWScLpWvznx0zg/photo.jpg?sz=256', 'display_name': 'Benjamin Arvola', 'link': 'https://stackoverflow.com/users/12458043/benjamin-arvola'}",True,103522,,4,65,nan,2021-11-02,2019-12-02,2021-02-07,59130200,CC BY-SA 4.0,https://stackoverflow.com/questions/59130200/selenium-wait-until-element-is-present-visible-and-interactable,"Selenium - wait until element is present, visible and interactable",nan,,,
22,"['python', 'pandas', 'dataframe']","{'account_id': 208131, 'reputation': 32723, 'user_id': 458429, 'user_type': 'registered', 'accept_rate': 76, 'profile_image': 'https://www.gravatar.com/avatar/00331dfb525be62f49a12e6baa934198?s=256&d=identicon&r=PG', 'display_name': 'szli', 'link': 'https://stackoverflow.com/users/458429/szli'}",True,4855680,17071908.0,14,2989,nan,2022-04-23,2013-06-12,2022-03-28,17071871,CC BY-SA 4.0,https://stackoverflow.com/questions/17071871/how-do-i-select-rows-from-a-dataframe-based-on-column-values,How do I select rows from a DataFrame based on column values?,2018-02-24,,,
23,"['python', 'boolean', 'boolean-expression']","{'account_id': 921943, 'reputation': 72023, 'user_id': 953482, 'user_type': 'registered', 'accept_rate': 92, 'profile_image': 'https://i.stack.imgur.com/T3HH6.png?s=256&g=1', 'display_name': 'Kevin', 'link': 'https://stackoverflow.com/users/953482/kevin'}",True,33296,20002504.0,6,143,nan,2022-02-25,2013-11-15,2022-02-02,20002503,CC BY-SA 4.0,https://stackoverflow.com/questions/20002503/why-does-a-x-or-y-or-z-always-evaluate-to-true,"Why does ""a == x or y or z"" always evaluate to True?",nan,,,
24,"['python', 'shell', 'terminal', 'subprocess', 'command']","{'account_id': 9288, 'reputation': 58259, 'user_id': 17085, 'user_type': 'registered', 'accept_rate': 89, 'profile_image': 'https://www.gravatar.com/avatar/d386a6f2f3dda7bcf7f1e11c2171946b?s=256&d=identicon&r=PG', 'display_name': 'freshWoWer', 'link': 'https://stackoverflow.com/users/17085/freshwower'}",True,3999152,89243.0,63,5659,nan,2022-03-29,2008-09-18,2022-03-29,89228,CC BY-SA 4.0,https://stackoverflow.com/questions/89228/how-do-i-execute-a-program-or-call-a-system-command,How do I execute a program or call a system command?,2013-04-16,,,
25,"['python', 'user-interface', 'tkinter']","{'account_id': 26483, 'reputation': 28612, 'user_id': 68920, 'user_type': 'registered', 'accept_rate': 86, 'profile_image': 'https://www.gravatar.com/avatar/319fad13391c424ef586195d8592e9ac?s=256&d=identicon&r=PG', 'display_name': 'Arnkrishn', 'link': 'https://stackoverflow.com/users/68920/arnkrishn'}",True,115094,1101765.0,4,72,nan,2021-08-14,2009-07-09,2019-06-13,1101750,CC BY-SA 4.0,https://stackoverflow.com/questions/1101750/tkinter-attributeerror-nonetype-object-has-no-attribute-attribute-name,Tkinter: AttributeError: NoneType object has no attribute <attribute name>,nan,,,
26,"['python', 'sorting', 'dictionary']","{'account_id': 2028, 'reputation': 42094, 'user_id': 2786, 'user_type': 'registered', 'accept_rate': 49, 'profile_image': 'https://www.gravatar.com/avatar/a82355039ccbe7d12a8ffee222dc225d?s=256&d=identicon&r=PG', 'display_name': 'Gern Blanston', 'link': 'https://stackoverflow.com/users/2786/gern-blanston'}",True,4326220,613218.0,34,3417,2019-05-17,2021-10-07,2009-03-05,2019-03-21,613183,CC BY-SA 4.0,https://stackoverflow.com/questions/613183/how-do-i-sort-a-dictionary-by-value,How do I sort a dictionary by value?,2012-06-23,,,
27,['python'],"{'account_id': 9828, 'reputation': 135255, 'user_id': 18300, 'user_type': 'registered', 'accept_rate': 92, 'profile_image': 'https://i.stack.imgur.com/jcyI4.jpg?s=256&g=1', 'display_name': 'Alex. S.', 'link': 'https://stackoverflow.com/users/18300/alex-s'}",True,2881867,231855.0,47,11979,nan,2022-04-18,2008-10-24,2022-04-18,231767,CC BY-SA 4.0,https://stackoverflow.com/questions/231767/what-does-the-yield-keyword-do,"What does the ""yield"" keyword do?",2013-02-11,,,
28,"['python', 'list', 'optimization', 'nested-lists', 'flatten']","{'account_id': 75168, 'reputation': 7244, 'user_id': 215679, 'user_type': 'registered', 'accept_rate': 97, 'profile_image': 'https://www.gravatar.com/avatar/7558f7901356770fca2ecf68c359b2f1?s=256&d=identicon&r=PG&f=1', 'display_name': 'telliott99', 'link': 'https://stackoverflow.com/users/215679/telliott99'}",True,180096,2158532.0,49,508,nan,2022-04-24,2010-01-29,2019-12-03,2158395,CC BY-SA 4.0,https://stackoverflow.com/questions/2158395/flatten-an-irregular-list-of-lists,Flatten an irregular list of lists,2013-08-31,,,
29,"['python', 'eval']","{'account_id': 15238, 'reputation': 6256, 'user_id': 32001, 'user_type': 'registered', 'accept_rate': 76, 'profile_image': 'https://www.gravatar.com/avatar/d624ad306da373c1c9c7ffe973ccd249?s=256&d=identicon&r=PG', 'display_name': 'Nikwin', 'link': 'https://stackoverflow.com/users/32001/nikwin'}",True,59410,1832957.0,8,166,nan,2021-02-18,2009-12-02,2017-06-24,1832940,CC BY-SA 3.0,https://stackoverflow.com/questions/1832940/why-is-using-eval-a-bad-practice,Why is using 'eval' a bad practice?,nan,,,
30,"['python', 'list', 'for-loop', 'iterator']","{'account_id': 831, 'reputation': 115464, 'user_id': 1084, 'user_type': 'registered', 'accept_rate': 86, 'profile_image': 'https://www.gravatar.com/avatar/898c2217a5457bdef0a0ed58283010dc?s=256&d=identicon&r=PG', 'display_name': 'Nathan Fellman', 'link': 'https://stackoverflow.com/users/1084/nathan-fellman'}",True,1000409,1663826.0,7,1122,nan,2022-02-07,2009-11-03,2020-09-27,1663807,CC BY-SA 4.0,https://stackoverflow.com/questions/1663807/how-to-iterate-through-two-lists-in-parallel,How to iterate through two lists in parallel?,2022-02-08,,,
31,"['python', 'selenium', 'web-scraping', 'webdriverwait', 'expected-condition']","{'account_id': 9097179, 'reputation': 903, 'user_id': 6770735, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/ycSX2.png?s=256&g=1', 'display_name': 'Rao Sahab', 'link': 'https://stackoverflow.com/users/6770735/rao-sahab'}",True,10136,49775808.0,1,11,nan,2019-11-19,2018-04-11,2019-11-19,49775502,CC BY-SA 4.0,https://stackoverflow.com/questions/49775502/webdriverwait-not-working-as-expected,WebDriverWait not working as expected,nan,,,
32,"['python', 'pandas', 'dataframe', 'sql-function']","{'account_id': 2366166, 'reputation': 62588, 'user_id': 2071807, 'user_type': 'registered', 'accept_rate': 68, 'profile_image': 'https://i.stack.imgur.com/QgeOJ.jpg?s=256&g=1', 'display_name': 'LondonRob', 'link': 'https://stackoverflow.com/users/2071807/londonrob'}",True,853050,19960116.0,11,705,nan,2022-02-22,2013-11-13,2020-07-11,19960077,CC BY-SA 4.0,https://stackoverflow.com/questions/19960077/how-to-filter-pandas-dataframe-using-in-and-not-in-like-in-sql,How to filter Pandas dataframe using 'in' and 'not in' like in SQL,2020-12-21,,,
33,"['python', 'string']","{'account_id': 25450, 'reputation': 9993, 'user_id': 65424, 'user_type': 'registered', 'accept_rate': 69, 'profile_image': 'https://www.gravatar.com/avatar/b92a80d844efa79bedd8b9c34aeff6df?s=256&d=identicon&r=PG', 'display_name': 'harijay', 'link': 'https://stackoverflow.com/users/65424/harijay'}",True,530277,1894296.0,19,761,nan,2022-03-02,2009-12-12,2020-10-30,1894269,CC BY-SA 4.0,https://stackoverflow.com/questions/1894269/how-to-convert-string-representation-of-list-to-a-list,How to convert string representation of list to a list?,2019-02-08,,,
34,"['python', 'pandas', 'dataframe']","{'account_id': 88863, 'reputation': 110835, 'user_id': 245549, 'user_type': 'registered', 'accept_rate': 66, 'profile_image': 'https://www.gravatar.com/avatar/eec7e09c7d0731a44e91b403dd0bc347?s=256&d=identicon&r=PG', 'display_name': 'Roman', 'link': 'https://stackoverflow.com/users/245549/roman'}",True,5098561,16476974.0,32,3363,nan,2022-04-08,2013-05-10,2021-01-21,16476924,CC BY-SA 4.0,https://stackoverflow.com/questions/16476924/how-to-iterate-over-rows-in-a-dataframe-in-pandas,How to iterate over rows in a DataFrame in Pandas,2019-02-12,,,
35,"['python', 'pandas', 'numpy', 'dataframe']","{'account_id': 74159, 'reputation': 29042, 'user_id': 213216, 'user_type': 'registered', 'accept_rate': 98, 'profile_image': 'https://www.gravatar.com/avatar/bbe98ae51e25f9816052540b75929469?s=256&d=identicon&r=PG', 'display_name': 'user7289', 'link': 'https://stackoverflow.com/users/213216/user7289'}",True,669208,19913845.0,12,436,nan,2022-03-05,2013-11-11,2020-07-26,19913659,CC BY-SA 4.0,https://stackoverflow.com/questions/19913659/pandas-conditional-creation-of-a-series-dataframe-column,Pandas conditional creation of a series/dataframe column,2019-07-04,,,
36,"['python', 'image', 'tkinter', 'tkinter-canvas']","{'account_id': 1692899, 'reputation': 977, 'user_id': 1554934, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/446fd755c20d841ee1a297e63d1a76a4?s=256&d=identicon&r=PG&f=1', 'display_name': 'thomas.winckell', 'link': 'https://stackoverflow.com/users/1554934/thomas-winckell'}",True,75695,16424553.0,4,62,nan,2022-04-17,2013-05-07,2017-11-18,16424091,CC BY-SA 3.0,https://stackoverflow.com/questions/16424091/why-does-tkinter-image-not-show-up-if-created-in-a-function,Why does Tkinter image not show up if created in a function?,nan,,,
37,"['python', 'pygame', 'collision-detection', 'pygame-surface', 'pygame2']","{'account_id': 6077335, 'reputation': 803, 'user_id': 4744250, 'user_type': 'registered', 'accept_rate': 90, 'profile_image': 'https://lh4.googleusercontent.com/-uoxl8tYq8Go/AAAAAAAAAAI/AAAAAAAAAHI/eiO3PvyEEjc/photo.jpg?sz=256', 'display_name': 'Mike Schmidt', 'link': 'https://stackoverflow.com/users/4744250/mike-schmidt'}",True,84814,,4,26,nan,2021-07-26,2015-04-15,2021-05-15,29640685,CC BY-SA 4.0,https://stackoverflow.com/questions/29640685/how-do-i-detect-collision-in-pygame,How do I detect collision in pygame?,nan,,,
38,"['python', 'class', 'oop', 'self']","{'account_id': 114496, 'reputation': 37660, 'user_id': 301032, 'user_type': 'registered', 'accept_rate': 62, 'profile_image': 'https://www.gravatar.com/avatar/06b3210955831102992eb6b1d0a0e612?s=256&d=identicon&r=PG', 'display_name': 'richzilla', 'link': 'https://stackoverflow.com/users/301032/richzilla'}",True,961207,2709832.0,26,1255,nan,2022-04-09,2010-04-25,2022-04-09,2709821,CC BY-SA 4.0,https://stackoverflow.com/questions/2709821/what-is-the-purpose-of-the-word-self,What is the purpose of the word 'self'?,2013-04-23,,,
39,"['python', 'int', 'operators', 'identity', 'python-internals']","{'account_id': 680, 'reputation': 884335, 'user_id': 893, 'user_type': 'registered', 'accept_rate': 84, 'profile_image': 'https://www.gravatar.com/avatar/747ffa5da3538e66840ebc0548b8fd58?s=256&d=identicon&r=PG', 'display_name': 'Greg Hewgill', 'link': 'https://stackoverflow.com/users/893/greg-hewgill'}",True,95615,306353.0,11,592,nan,2021-03-18,2008-11-20,2019-11-10,306313,CC BY-SA 4.0,https://stackoverflow.com/questions/306313/is-operator-behaves-unexpectedly-with-integers,"""is"" operator behaves unexpectedly with integers",2013-05-27,,,
40,"['python', 'operators', 'conditional-operator']","{'account_id': 21259, 'reputation': 96981, 'user_id': 51518, 'user_type': 'registered', 'accept_rate': 86, 'profile_image': 'https://www.gravatar.com/avatar/eb5a95cb1be342c4089183cd8232a7f2?s=256&d=identicon&r=PG', 'display_name': 'Devoted', 'link': 'https://stackoverflow.com/users/51518/devoted'}",True,2468147,394814.0,32,7237,nan,2022-04-10,2008-12-27,2022-04-10,394809,CC BY-SA 4.0,https://stackoverflow.com/questions/394809/does-python-have-a-ternary-conditional-operator,Does Python have a ternary conditional operator?,2013-06-10,1358001430.0,,
41,"['python', 'dictionary', 'merge']","{'account_id': 2310, 'reputation': 113824, 'user_id': 3207, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/b1f36e554be0e1ae19f9a74d6ece9107?s=256&d=identicon&r=PG', 'display_name': 'Carl Meyer', 'link': 'https://stackoverflow.com/users/3207/carl-meyer'}",True,2689945,26853961.0,48,6241,nan,2022-04-01,2008-09-02,2022-03-29,38987,CC BY-SA 4.0,https://stackoverflow.com/questions/38987/how-do-i-merge-two-dictionaries-in-a-single-expression-take-union-of-dictionari,How do I merge two dictionaries in a single expression (take union of dictionaries)?,2014-02-11,,,
42,"['python', 'class']","{'account_id': 50469, 'reputation': 2103, 'user_id': 150564, 'user_type': 'registered', 'accept_rate': 62, 'profile_image': 'https://www.gravatar.com/avatar/0b27e0735cdb87222f2342f5f97875a5?s=256&d=identicon&r=PG', 'display_name': '8steve8', 'link': 'https://stackoverflow.com/users/150564/8steve8'}",True,32715,1680555.0,7,167,nan,2019-02-15,2009-11-05,2018-03-31,1680528,CC BY-SA 3.0,https://stackoverflow.com/questions/1680528/how-to-avoid-having-class-data-shared-among-instances,How to avoid having class data shared among instances?,nan,,,
43,"['python', 'magic-methods', 'repr']","{'account_id': 55284, 'reputation': 107148, 'user_id': 165495, 'user_type': 'registered', 'accept_rate': 91, 'profile_image': 'https://graph.facebook.com/219001761/picture?type=large', 'display_name': 'Casebash', 'link': 'https://stackoverflow.com/users/165495/casebash'}",True,850696,2626364.0,25,3357,nan,2022-04-01,2009-09-17,2022-04-01,1436703,CC BY-SA 4.0,https://stackoverflow.com/questions/1436703/what-is-the-difference-between-str-and-repr,What is the difference between __str__ and __repr__?,2014-02-11,,,
44,"['python', 'datetime']","{'account_id': 7412, 'reputation': 227255, 'user_id': 12870, 'user_type': 'registered', 'accept_rate': 63, 'profile_image': 'https://www.gravatar.com/avatar/f0af40756420859b5b63cbceb6d30505?s=256&d=identicon&r=PG', 'display_name': 'Oli', 'link': 'https://stackoverflow.com/users/12870/oli'}",True,4153504,466376.0,25,2754,nan,2022-04-11,2009-01-21,2022-03-29,466345,CC BY-SA 4.0,https://stackoverflow.com/questions/466345/converting-string-into-datetime,Converting string into datetime,2012-04-26,,,
45,"['python', 'variables', 'scope']","{'account_id': 19746, 'reputation': 5761, 'user_id': 46521, 'user_type': 'registered', 'accept_rate': 88, 'profile_image': 'https://www.gravatar.com/avatar/73b5c5b992522a5a968b5d2fcb538cf3?s=256&d=identicon&r=PG', 'display_name': 'tba', 'link': 'https://stackoverflow.com/users/46521/tba'}",True,81285,370363.0,12,254,nan,2022-04-18,2008-12-16,2019-12-29,370357,CC BY-SA 4.0,https://stackoverflow.com/questions/370357/unboundlocalerror-on-local-variable-when-reassigned-after-first-use,UnboundLocalError on local variable when reassigned after first use,2020-07-29,,,
46,"['python', 'exception', 'python-module', 'shadowing']","{'account_id': 2054338, 'reputation': 23423, 'user_id': 1832539, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/2972ae1ab4d157c88bc94654b96d47be?s=256&d=identicon&r=PG', 'display_name': 'idjaw', 'link': 'https://stackoverflow.com/users/1832539/idjaw'}",True,35205,36250354.0,4,72,nan,2022-02-20,2016-03-27,2019-05-29,36250353,CC BY-SA 4.0,https://stackoverflow.com/questions/36250353/importing-installed-package-from-script-raises-attributeerror-module-has-no-at,"Importing installed package from script raises ""AttributeError: module has no attribute"" or ""ImportError: cannot import name""",nan,,,
