,is_accepted,score,creation_date,answer_id,question_id
271,False,3,9/1/2019,57741956,4427494
272,False,2,4/23/2022,71983570,4445405
273,False,1,5/1/2013,16312069,4445405
274,True,1,4/24/2022,71984948,4445405
275,False,0,8/16/2021,68800015,4446366
276,False,0,4/24/2022,71983577,4446366
277,True,0,4/24/2022,71984516,4446366
278,True,0,4/24/2022,71985666,4460522
279,True,0,4/24/2022,71985798,4460522
280,False,278,5/26/2018,50538501,4460522
281,False,151,9/7/2017,46092977,4460669
282,True,110,3/6/2014,22216798,4460669
283,False,3,10/8/2020,64268792,4460669
284,False,1,4/22/2022,71964113,4495120
285,False,0,9/17/2019,57971525,4495120
286,True,0,4/22/2022,71964139,4495120
287,False,0,4/24/2022,71984466,4521258
288,True,68,10/11/2019,58340138,4521258
289,False,25,9/11/2020,63842725,4521258
290,False,7,9/19/2017,46288655,4534438
291,False,7,6/11/2020,62332877,4534438
292,True,4,5/15/2018,50354178,4534438
293,False,4,2/27/2021,66399346,4606919
294,True,4,7/22/2021,68485664,4606919
295,False,3,1/9/2018,48170248,4606919
296,False,2,2/12/2020,60186800,4672155
297,False,2,4/9/2022,71807735,4672155
298,True,2,4/23/2022,71982689,4672155
299,False,1,4/17/2022,71902541,4674473
300,False,1,4/22/2022,71967033,4674473
301,True,1,4/24/2022,71984016,4674473
302,False,1,4/24/2022,71984044,4677234
303,True,0,4/24/2022,71983822,4677234
304,False,69,9/20/2019,58029222,4677234
305,False,9,9/21/2010,3763516,4901687
306,False,9,9/30/2013,19085245,4921164
307,False,9,7/1/2015,31164562,4921164
308,True,6,11/18/2017,47362393,4921164
309,False,4,4/26/2020,61440559,4991051
310,False,3,9/21/2010,3763508,4991051
311,False,3,4/23/2022,71980303,4991051
312,False,2,3/16/2021,66646618,5025920
313,True,2,4/23/2022,71981487,5025920
314,False,2,4/23/2022,71981649,5025920
315,False,2,4/23/2022,71982380,5082190
316,False,1,4/19/2022,71930992,5082190
317,False,1,4/23/2022,71978710,5082190
318,True,1,4/23/2022,71978764,5128845
319,False,1,4/23/2022,71981797,5128845
320,False,0,4/23/2022,71975338,5128845
321,False,0,4/23/2022,71980293,5133641
322,False,0,4/23/2022,71980328,5133641
323,False,0,4/23/2022,71981291,5133641
324,True,0,4/23/2022,71981596,5178416
325,True,22,5/16/2014,23700566,5178416
326,False,9,3/30/2017,43106184,5178416
327,False,7,9/10/2016,39426691,5181456
328,False,6,11/7/2018,53197053,5191830
329,False,6,8/27/2019,57664943,5191830
330,True,6,11/29/2020,65062795,5191830
331,True,4,10/25/2016,40244586,5206416
332,True,4,3/18/2021,66684356,5206416
333,False,3,3/13/2017,42770217,5206416
334,False,2,1/24/2017,41825208,5387895
335,False,2,4/22/2022,71968820,5387895
336,False,1,7/5/2021,68251232,5387895
337,True,1,2/3/2022,70971004,5399190
338,False,1,4/23/2022,71977764,5399190
339,False,1,4/23/2022,71978648,5399190
340,True,1,4/23/2022,71978964,5402805
341,False,1,4/23/2022,71980711,5402805
342,True,0,7/11/2017,45026059,5402805
343,False,0,4/20/2022,71945757,5471158
344,True,0,4/23/2022,71979984,5471158
345,False,-1,6/25/2021,68130279,5471158
346,True,98,10/22/2013,19507173,5514573
347,False,9,1/13/2020,59712962,5514573
348,False,8,3/28/2017,43057091,5514573
349,False,7,9/12/2021,69152121,5517924
350,False,5,12/4/2019,59180775,5517924
351,False,4,6/12/2020,62345837,5517924
352,False,2,7/2/2021,68229668,5537618
353,True,2,4/22/2022,71974553,5537618
354,False,1,4/5/2021,66951525,5537618
355,True,1,4/23/2022,71977719,5538671
356,False,1,4/23/2022,71977796,5538671
357,True,1,4/23/2022,71978354,5538671
358,False,0,2/14/2018,48778294,5552555
359,False,0,11/22/2018,53437447,5552555
360,False,0,2/20/2019,54789437,5552555
361,True,0,3/9/2022,71414344,5595276
362,True,0,4/23/2022,71974606,5595276
363,False,0,4/23/2022,71976218,5595276
364,False,0,4/23/2022,71978313,5599872
365,True,13,7/28/2021,68554984,5599872
366,False,11,8/5/2018,51697893,5599872
367,False,8,7/31/2018,51606593,5712221
368,False,6,7/7/2019,56924316,5712221
369,False,3,4/19/2019,55754982,5713731
370,True,3,4/22/2022,71973967,5713731
371,False,2,10/23/2014,26537376,5713731
372,True,2,5/12/2021,67506643,5768684
373,False,1,11/1/2021,69794200,5768684
374,False,1,1/31/2022,70928237,5768684
375,False,1,4/22/2022,71973790,5785154
376,False,1,4/22/2022,71973825,5785154
377,False,1,4/22/2022,71974204,5785154
378,False,0,4/27/2017,43663696,5799126
379,True,0,1/25/2022,70851091,5821755
380,False,0,1/27/2022,70876170,5821755
381,False,0,2/25/2022,71270182,5821755
382,True,0,4/22/2022,71972581,5848319
383,False,0,4/22/2022,71973302,5848319
384,False,0,4/22/2022,71974509,5848319
385,True,154,12/29/2018,53970825,5879754
386,False,17,10/23/2020,64505830,5879754
387,False,12,10/25/2019,58562593,5879754
388,False,12,7/28/2021,68557764,5886275
389,False,12,10/8/2021,69496505,5886275
390,True,10,12/31/2018,53987910,5886275
391,False,5,4/8/2022,71799518,5895588
392,False,3,4/2/2021,66915799,5895588
393,False,3,7/1/2021,68216092,5895588
394,False,2,8/8/2017,45569380,5908067
395,False,2,4/22/2022,71964641,5908067
396,False,1,11/11/2019,58798993,5908067
397,False,1,7/19/2020,62977616,6045605
398,False,1,5/13/2021,67515931,6045605
399,False,1,3/2/2022,71317785,6045605
400,True,1,4/22/2022,71968069,6049933
401,True,1,4/22/2022,71970580,6049933
402,False,1,4/22/2022,71970881,6049933
403,True,1,4/22/2022,71971487,6077675
404,True,0,4/22/2022,71970650,6077675
405,False,0,4/22/2022,71971155,6077675
406,False,0,5/4/2022,72112008,6132469
407,False,-1,7/16/2020,62942561,6132469
408,False,14,5/26/2021,67707956,6132469
409,True,8,11/20/2019,58957380,6200056
410,False,7,8/15/2018,51850113,6200056
411,False,2,11/13/2020,64826830,6200056
412,False,2,4/20/2022,71944819,6229073
413,False,2,4/20/2022,71944869,6229073
414,True,2,4/22/2022,71969160,6229073
415,True,2,4/22/2022,71969257,6288016
416,True,1,2/23/2022,71231921,6288016
417,False,1,4/22/2022,71961170,6314841
418,False,1,4/22/2022,71967818,6314841
419,True,1,4/22/2022,71968648,6314841
420,False,1,4/22/2022,71969245,6356617
421,False,1,4/22/2022,71970285,6449166
422,True,0,8/20/2021,68863659,6481373
423,False,0,9/2/2021,69027389,6481373
424,False,0,4/22/2022,71961325,6541767
425,False,0,4/22/2022,71968177,6541767
426,False,0,4/22/2022,71968390,6541767
427,False,0,4/22/2022,71968840,6560680
428,False,0,4/22/2022,71969201,6560680
429,False,0,4/22/2022,71970349,6671053
430,True,56,2/19/2020,60301124,6671053
431,False,41,5/30/2016,37524992,6680066
432,False,7,1/2/2017,41430300,6680066
433,False,5,7/6/2017,44950114,6680066
434,False,3,4/17/2022,71901143,6707398
435,False,2,9/6/2021,69078306,6707398
436,False,1,1/14/2021,65711581,6707398
437,False,1,7/25/2021,68517619,6715404
438,False,1,7/25/2021,68517684,6715404
439,False,1,11/17/2021,69998978,6785666
440,False,1,4/22/2022,71966165,6785666
441,False,1,4/22/2022,71966507,6785666
442,False,1,4/22/2022,71966538,6800894
443,False,1,4/22/2022,71967034,6800894
444,False,0,11/17/2020,64873540,6800894
445,False,0,9/28/2021,69355115,6802119
446,True,0,4/22/2022,71965816,6802119
447,False,0,4/22/2022,71966673,6813837
448,False,0,4/22/2022,71966983,6813837
449,False,0,4/22/2022,71967096,6813837
450,False,0,4/27/2022,72026561,6846084
451,False,0,5/9/2022,72176233,6846084
452,True,105,7/6/2017,44953739,6846084
453,False,68,3/27/2019,55370133,6848903
454,True,22,11/18/2019,58922289,6848903
455,False,15,11/27/2019,59066939,6848903
456,False,10,11/12/2020,64808799,6881482
457,True,6,2/10/2015,28425387,6929777
458,False,5,3/11/2017,42728180,6929777
459,False,4,6/9/2020,62271976,6929777
460,False,3,5/5/2021,67394830,6939692
461,False,2,3/28/2022,71643557,6939692
462,False,2,4/22/2022,71964787,6939692
463,False,1,4/22/2022,71965427,6998083
464,False,0,3/24/2022,71607260,6998083
465,True,226,12/12/2013,20533455,6998083
466,False,146,6/28/2014,24465830,7016567
467,False,28,1/5/2015,27773719,7032890
468,False,16,12/18/2019,59388981,7032890
469,False,5,1/8/2020,59649076,7032890
470,False,5,6/7/2021,67863792,7066064
471,False,4,1/8/2020,59643736,7088672
472,False,3,4/18/2018,49890344,7088672
473,False,1,5/29/2020,62087562,7088672
474,False,1,4/20/2022,71937906,7090346
475,True,0,4/13/2022,71862348,7090346
476,False,0,4/16/2022,71895710,7098938
477,False,44,4/12/2017,43365860,7098938
478,False,11,6/11/2019,56536143,7098938
479,False,7,7/8/2019,56935043,7106016
480,False,4,11/25/2017,47484842,7106016
481,False,4,3/12/2018,49233711,7106016
482,True,3,10/1/2019,58180989,7121614
483,False,2,4/21/2022,71953124,7121614
484,False,2,4/22/2022,71960951,7148458
485,False,2,4/22/2022,71961809,7148458
486,True,2,4/22/2022,71962779,7148458
487,False,1,12/11/2020,65246475,7237133
488,False,1,4/20/2022,71943598,7237133
489,True,1,4/21/2022,71952981,7237133
490,True,1,4/21/2022,71958241,7302619
491,True,1,4/21/2022,71960098,7302619
492,True,1,4/22/2022,71961702,7302619
493,False,0,4/21/2022,71956524,7351614
494,False,0,4/22/2022,71961224,7351614
495,False,0,4/22/2022,71961704,7351614
496,False,-1,4/22/2022,71962792,7447284
497,True,129,10/5/2019,58247329,7447284
498,False,102,11/23/2015,33866865,7447284
499,False,56,3/5/2016,35817509,7575284
500,True,19,1/15/2021,65740883,7575284
501,False,6,5/27/2021,67729157,7575284
502,False,4,1/15/2022,70718198,7585307
503,True,2,2/9/2022,71047305,7585307
504,False,2,3/3/2022,71336392,7585307
505,True,2,4/21/2022,71960180,7673905
506,True,0,4/21/2022,71959928,7673905
507,True,54,6/1/2013,16866126,7693204
508,False,14,9/16/2020,63916790,7693204
509,False,8,4/8/2021,66996003,7785608
510,True,5,4/21/2022,71956652,7785608
511,False,5,4/21/2022,71957847,7785608
512,True,4,12/7/2021,70255560,7818811
513,False,4,2/18/2022,71174155,7818811
514,False,2,1/23/2016,34960202,7818811
515,False,2,9/9/2020,63813405,7868714
516,False,2,12/6/2021,70245446,7868714
517,False,2,2/25/2022,71267397,7868714
518,True,2,4/21/2022,71949572,7885136
519,True,1,2/28/2020,60444449,7885136
520,True,1,4/20/2022,71945516,7885136
521,False,1,4/21/2022,71955152,8024805
522,False,1,4/21/2022,71955623,8024805
523,True,1,4/21/2022,71955898,8024805
524,False,1,4/21/2022,71956009,8050775
525,False,0,11/4/2021,69845440,8050775
526,False,0,4/20/2022,71939428,8072537
527,False,0,4/21/2022,71947121,8072537
528,True,0,4/21/2022,71958868,8111078
529,False,0,4/21/2022,71959146,8111078
530,False,0,5/6/2022,72145213,8123674
531,False,-1,1/19/2022,70772429,8123674
532,False,-2,4/21/2022,71954882,8123674
533,False,49,2/19/2015,28599499,8153823
534,False,10,9/18/2019,57990401,8153823
535,False,9,5/8/2021,67443963,8153823
536,False,3,11/3/2021,69829345,8290206
537,False,2,9/28/2021,69358295,8290206
538,True,2,4/21/2022,71950370,8290206
539,False,1,2/20/2015,28617124,8322534
540,True,1,4/7/2022,71776927,8322534
541,False,1,4/20/2022,71938099,8322534
542,True,1,4/21/2022,71950699,8328198
543,True,1,4/21/2022,71952649,8328198
544,False,1,4/21/2022,71953748,8328198
545,False,1,4/21/2022,71953752,8381193
546,True,1,4/21/2022,71953814,8381193
547,False,1,4/21/2022,71954302,8427701
548,True,0,10/12/2021,69534754,8427701
549,True,0,2/15/2022,71120772,8427701
550,True,0,4/21/2022,71951242,8470414
551,False,0,4/21/2022,71951447,8470414
552,False,0,4/21/2022,71951874,8470414
553,True,0,4/21/2022,71953060,8484689
554,True,0,4/21/2022,71953390,8484689
555,False,-1,4/21/2022,71954666,8484689
556,True,454,1/6/2013,14186439,8515053
557,False,22,7/16/2017,45131868,8515053
558,False,8,3/5/2018,49103394,8515053
559,True,2,1/13/2015,27924950,8532146
560,True,2,4/8/2022,71793828,8532146
561,False,2,4/21/2022,71951102,8532146
562,False,1,4/22/2015,29803826,8548030
563,False,1,8/30/2018,52096739,8548030
564,False,1,11/26/2019,59058245,8548030
565,False,1,6/25/2021,68126651,8552675
566,True,1,4/20/2022,71934990,8552675
567,False,1,4/20/2022,71946062,8552675
568,True,1,4/21/2022,71949512,8559145
569,True,0,8/30/2018,52103473,8559145
570,True,0,3/23/2022,71582256,8559145
571,False,0,4/21/2022,71949534,8561121
572,True,0,4/21/2022,71949870,8561121
573,False,0,4/21/2022,71950159,8609666
574,False,0,4/21/2022,71951083,8609666
575,False,71,11/15/2020,64838849,8609666
576,True,54,9/19/2020,63972598,8655938
577,True,24,12/18/2016,41207765,8655938
578,False,23,12/11/2020,65245427,8672754
579,True,15,4/10/2017,43314341,8672754
580,False,10,2/26/2021,66382479,8672754
581,False,6,4/16/2019,55716041,8688709
582,False,3,4/21/2022,71947277,8688709
583,False,2,6/6/2020,62233429,8688709
584,False,2,1/9/2021,65645391,8689184
585,False,2,4/21/2022,71947256,8689184
586,False,1,3/1/2021,66427511,8689184
587,False,1,12/17/2021,70395585,8712659
588,False,1,2/6/2022,71008572,8712659
589,False,1,4/21/2022,71947468,8712659
590,True,0,4/21/2022,71947131,8736952
591,True,0,4/21/2022,71948565,8736952
592,False,42,12/2/2021,70191268,8736952
593,True,26,9/1/2018,52130355,8765568
594,False,11,11/19/2021,70028682,8765568
595,True,9,11/1/2016,40351967,8765568
596,False,6,1/17/2022,70737146,8804830
597,False,5,7/14/2021,68377228,8804830
598,False,4,7/31/2020,63188677,8804830
599,False,4,12/21/2021,70435065,8823588
600,False,3,3/14/2021,66622774,8823588
601,True,3,4/21/2022,71946245,8823588
602,False,2,12/15/2021,70365122,8840303
603,False,2,12/25/2021,70480508,8840303
604,False,1,4/19/2018,49929345,8840303
605,True,1,4/29/2021,67318166,8862492
606,False,1,4/20/2022,71943169,8862492
607,False,1,4/21/2022,71946304,8862492
608,True,1,4/21/2022,71946425,8863917
609,True,0,3/24/2021,66776057,8863917
610,False,0,4/18/2022,71905527,8863917
611,True,0,4/18/2022,71905640,8956825
612,False,0,4/19/2022,71930792,8956825
613,False,0,4/20/2022,71945414,8956825
614,True,1471,2/10/2012,9233174,8990725
615,False,108,6/6/2018,50709581,8990725
616,False,61,7/9/2019,56943767,8990725
617,True,33,2/12/2010,2253824,9055371
618,True,11,7/6/2012,11353692,9055371
619,True,6,1/14/2016,34785082,9055371
620,False,3,5/29/2014,23928800,9070218
621,False,3,4/26/2019,55872912,9070218
622,False,2,10/24/2017,46906576,9070218
623,False,2,7/29/2020,63155108,9092489
624,True,2,1/10/2022,70653301,9092489
625,True,2,3/26/2022,71628218,9092489
626,True,1,7/22/2017,45255794,9122200
627,True,1,4/20/2022,71938216,9122200
628,True,1,4/20/2022,71939090,9122200
629,False,0,1/12/2021,65681617,9212824
630,False,0,4/20/2022,71936186,9212824
631,True,0,4/20/2022,71936508,9212824
632,False,0,4/20/2022,71939677,9227587
633,True,0,4/20/2022,71940918,9233027
634,True,0,4/20/2022,71941065,9233027
635,True,188,11/20/2016,40704570,9233027
636,False,26,1/26/2017,41874252,9234082
637,True,14,8/10/2020,63332066,9252543
638,True,13,7/24/2012,11629562,9252543
639,False,9,12/12/2016,41096486,9252543
640,False,4,8/30/2020,63657213,9304330
641,True,2,4/20/2022,71936927,9304330
642,False,1,2/1/2021,65993264,9304330
643,False,1,11/18/2021,70026538,9327527
644,False,1,4/19/2022,71929686,9349503
645,False,1,4/20/2022,71936755,9349503
646,False,0,4/19/2022,71929703,9443328
647,True,66,10/8/2020,64262038,9443328
648,True,22,2/5/2016,35214872,9446844
649,False,4,5/29/2018,50582266,9462212
650,True,4,4/20/2022,71932925,9462212
651,False,3,2/13/2019,54667905,9462212
652,True,3,2/20/2020,60323170,9475688
653,False,2,12/24/2020,65441294,9475688
654,False,2,7/5/2021,68250472,9475688
655,False,1,5/13/2019,56108013,9498107
656,False,1,6/13/2020,62361888,9498107
657,False,1,4/16/2022,71894150,9498107
658,True,1,4/17/2022,71899703,9553262
659,True,1,4/19/2022,71920318,9608148
660,True,1,4/20/2022,71934026,9608148
661,False,0,11/17/2020,64868410,9608148
662,False,0,4/20/2022,71934027,9622607
663,False,0,4/20/2022,71934125,9622607
664,False,0,4/20/2022,71935296,9677163
665,True,0,4/20/2022,71935464,9677163
